postepowanie;plik;ext;bytes;text_chars;relevant_name
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Odpis_Aktualny_KRS_0000157037-16.pdf;.pdf;218601;20587;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Polisa OC.pdf;.pdf;653798;2;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Referencje Zał nr 4-B - wykaz robót do SWZ.pdf;.pdf;455802;1;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Uprawnienia Marcin Bal Zał nr 5-B wykaz osób do SWZ (1).pdf;.pdf;737386;3;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Zał nr 3 do SWZ oświadczenie o grupie kapitałowej (1).pdf;.pdf;326186;2446;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Zał nr 4-B - wykaz robót do SWZ (1).pdf;.pdf;326915;2946;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/odp na wezwanie ROLWOD/Zał nr 5-B wykaz osób do SWZ (1).pdf;.pdf;286394;3787;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/potw wezwania 08dea454-b0e6-ceab-d377-8b00011588ee-wiadomosc.pdf;.pdf;37840;1315;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/wezwanie do złożenia dokumentów wB1.pdf;.pdf;1413701;2;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/wysł wiad wybór oferty 08dea9d2-6c25-7204-d377-8b000118aaba-wiadomosc.pdf;.pdf;42112;2680;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/otwarccciee/~$Info o kwocie.docx;.docx;162;35;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/ranking ofert.xlsx;.xlsx;19722;3653;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/umowa wzór.docx;.docx;90057;70033;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/umowaPoKorekcie/Harmonogram_rzeczowo finansowy Bzianka.pdf;.pdf;79961;2386;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/umowaPoKorekcie/Polisa OC PZU 2026 27.pdf;.pdf;1095714;2;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/umowaPoKorekcie/RIN.272.1.2.2026 Rolwod woda Bzianka1.docx;.docx;89953;67531;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/umowaPoKorekcie/art 56 ust 2 oświad w przed podpisniem umowy.docx;.docx;17899;10816;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/5_DYSP ZWROTU WADIUM Głowik.docx;.docx;25556;4238;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/DYSPOZYCJA ZALICZENIA WADIUM do zabezpieczenia Rolwod.docx;.docx;16386;899;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/RIN 272.1.2.2026 Prośba o zaliczenie wadium m. Bzianka-2.pdf;.pdf;221921;1233;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/wadium Głowik.pdf;.pdf;378994;2332;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/wadium PRID.pdf;.pdf;379353;2341;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/wadium ROOLWOD.pdf;.pdf;379484;2330;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/wadium Sniezek.pdf;.pdf;380359;2344;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/wadium Stygar.pdf;.pdf;380549;2663;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wadium/zwrot wadium Rymanów wniosek Głowik.pdf;.pdf;352148;1249;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/wniosek.docx;.docx;20571;6531;True
RIN.271.1.2.2026 Woda Bzianka;RIN.271.1.2.2026 Woda Bzianka/~$Z woda Bzianka.docx;.docx;162;35;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/1_Protokół w tr podst dGR.docx;.docx;47374;34327;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Pytania/08dea5dc-547c-fa80-d377-8b000116fb27-wiadomosc.pdf;.pdf;32238;871;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Pytania/1_Pytania i udzielone odpowiedzi dachGR.docx;.docx;92578;1888;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Pytania/1_Pytania i udzielone odpowiedzi dachGR.pdf;.pdf;684425;1;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Pytania/Re  Fwd  Pytania do przetargu - t.rzeszut@poczta.fm - 2026-05-04 2326.eml;.eml;27303;0;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Pytania/Zapytanie - Rymanów dach.pdf;.pdf;274682;1;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Rankin ofert.xlsx;.xlsx;20138;2658;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/SWZ remont dachu bud gminy Rymanów.docx;.docx;102878;78688;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/Wniosek PZP - dach.docx;.docx;22497;5218;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ogło o wykonaniu umowy 08def91a-297c-8b04-68d1-700001d6a72d.pdf;.pdf;40501;4658;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/08deac25-e69f-9420-d377-8b00011ae113-wiadomosc.pdf;.pdf;32934;896;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/2_art 56 ust 3 oświad w przed dniem otwarcia ofert dach.docx;.docx;17033;6945;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/3_Info o kwocie dach.docx;.docx;88546;850;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/3_Infoa z OTWARCIA dGR.docx;.docx;93247;3181;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/4_Info - wybór oferty RIN.271.1.3.2026.docx;.docx;101371;7522;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/Informacja o kwocie dGR.pdf;.pdf;440232;1;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/Informacja o odrzuceniu ofert oraz wyborze oferty.pdf;.pdf;3145317;5;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/Informacja z otwarcia ofert dGR.pdf;.pdf;1378530;2;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/Raport_z_przebiegu_otwarcia_ofert (19).pdf;.pdf;93777;25252;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/Roboczy_plik_xml.xml;.xml;4286;4262;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/informacja_do_prezesa.xml;.xml;9372;9301;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/Rażąco niska cena/08deb01f-d49b-a988-d377-8b00011d5d14-wiadomosc.pdf;.pdf;34087;1100;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/Rażąco niska cena/16_wezwanie r_n_c do ATMC Kraków.docx;.docx;94804;5805;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/Rażąco niska cena/Notatka RNC 8 ofert.docx;.docx;19442;1954;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/Rażąco niska cena/Notatka.docx;.docx;19143;1952;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/Rażąco niska cena/wezwanie do złożenia wyjaśnień RNC AMTC.pdf;.pdf;1996123;2;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/Uzasadnienie faktyczne.docx;.docx;17433;3770;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/AMTC08deac22-fd8e-2203-d377-8b00011ad945-wiadomosc.pdf;.pdf;37659;1173;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/domar08deac23-36e6-7c75-d377-8b00011ad9d5-wiadomosc.pdf;.pdf;37371;1144;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/odpAMTC/08deb00c-58d1-e5e7-d377-8b00011d2879-wiadomosc.pdf;.pdf;37566;1070;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/odpAMTC/Raport_Weryfikacja_podpisu_20260512120232370.pdf;.pdf;352171;2399;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/odpAMTC/Zał nr 2 do SWZ oswiadczenia-wykonawcy-wykonawcow-z-art-125-ust-1-ustawy-Pzp.pdf;.pdf;999962;7850;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/wezwanie do uzupełnienia AMTC.docx;.docx;88856;1471;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/wezwanie do uzupełnienia Domar.docx;.docx;88850;1446;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/wezwanie do uzupełnienia.docx;.docx;88874;1447;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/wezwanie do uzupełnienie AMTC.pdf;.pdf;686147;1;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do uzupeł/wezwanie do uzupełnienie Domar.pdf;.pdf;637978;1;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/4_Wezwanie - do złożenia oświadczeń dGR ABE.docx;.docx;95050;2345;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/4_Wezwanie - do złożenia oświadczeń dGR.docx;.docx;94625;2336;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/odp na wezw/08deb75c-9687-8b84-d377-8b000122e36a-wiadomosc.pdf;.pdf;33756;1179;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/odp na wezw/Raport_20260522081424389.pdf;.pdf;75876;7376;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/odp na wezw/Zał nr 3 do SWZ oświadczenie o grupie kapitałowej (2).pdf;.pdf;429163;2306;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/odp na wezw/Zał nr 5-B wykaz osób do SWZ (2).pdf;.pdf;390248;3032;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/odp na wezw/Zaświadczenie o wpisie.pdf;.pdf;140999;6120;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/potw wysła 08deb4d9-5e12-2ba3-d377-8b0001207d1b-wiadomosc.pdf;.pdf;33074;1083;False
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/ottwwwarcciee/offertyy/wezw do złożenia ośw/wezwanie do złożenia dokumentów potw spełnienie warunków udziału dGR.pdf;.pdf;828973;1;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/potw info wyb ofert 08deb7cb-7b62-c403-d377-8b000123035c-wiadomosc.pdf;.pdf;36165;2033;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/Umowa RIN.271.1.3.2026 rdBG.docx;.docx;88922;66013;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/art 56 ust 2 oświad w przed podpisniem umowy dach.docx;.docx;17909;10792;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/do umowy/2026 Zaswiadczenie PIIB Wiesław Wałęga.pdf;.pdf;86475;12429;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/do umowy/HARMONOGRAM.pdf;.pdf;286829;379;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/do umowy/Kosztorys ofertowy.pdf;.pdf;293946;2853;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/do umowy/Potwierdzenie_transakcji_nr_0239298003_280526-zabezpieczenie.pdf;.pdf;54383;1582;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/do umowy/Uprawnienia Wiesław Wałęga.pdf;.pdf;2386605;2;True
RIN.271.1.3.2026 dach gminy;RIN.271.1.3.2026 dach gminy/umowa.rin.3.2026/ogł o wyniku post 08debf9b-2da8-b4cf-4b6e-b700012345a8.pdf;.pdf;65432;6041;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/OGŁOSZENIE O ZAMÓWIENIU (1).pdf;.pdf;137751;17808;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/Załącznik nr 1 do SWZ - OPZ Rymanów 22.04.2026.docx;.docx;243415;176702;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/SWZ  27.04.2026 Gmina Rymanów.docx;.docx;134602;41951;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 1 do SWZ - OPZ Rymanów 22.04.2026.docx;.docx;241967;175601;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 2  - Formularz oferty Rymanów poprawka.docx;.docx;269605;8680;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 3 - Zaświadczenie o spełnianiu warunków udziału w postępowaniu i niepodleganiu wykluczeniu (4).docx;.docx;251165;2594;False
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 4a- Wzór umowy cz I Gmina Rymanów.docx;.docx;264240;16889;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 4b - część II - Wzór umowy- Gmina Rymanów.docx;.docx;263489;16492;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 5 - Oświadczenie o grupie kapitałowej (11).docx;.docx;248734;1188;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/Załącznik nr 6 - Wniosek o udostępnienie części poufnej.docx;.docx;251556;2177;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/do zamieszczenia/zał. wykaz mienia.xlsx;.xlsx;1669166;177542;False
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/korekta/Szacunek wartosci zamowienia 3+1, 2 zęsci.pdf;.pdf;338408;5740;False
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/korekta/Załącznik nr 1 do SWZ - OPZ Rymanów 22.04.2026.docx;.docx;241967;175601;True
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/korekta/wzór pełnomocnictwa pełnomocnik.docx;.docx;17730;1895;False
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/korekta/zał. wykaz mienia.xlsx;.xlsx;1669166;177542;False
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/szacunek 3+1 Rymanów.pdf;.pdf;941450;6073;False
RIN.271.1.4.2026 ubezpieczenia;RIN.271.1.4.2026 ubezpieczenia/zał. wykaz mienia.xlsx;.xlsx;1667292;177541;False
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/1_Protokół w tr podst CS.docx;.docx;43308;29515;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/KOMISJA Z A R Z Ą D Z E N I E NR u.docx;.docx;17911;1341;False
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/SWZ dostawa.docx;.docx;175416;54750;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/08deb4cb-dcf5-8d4e-d377-8b0001205890-wiadomosc.pdf;.pdf;34003;1110;False
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/Informacja o kwocie Cyb.pdf;.pdf;505337;1;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/Informacja o kwocie ser.docx;.docx;187631;912;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/Informacja o unieważnieniu postępowania CS.pdf;.pdf;666799;1;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/Informacja z otwarcia ofert CS.pdf;.pdf;600575;1;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/Raport_z_przebiegu_otwarcia_ofert (20).pdf;.pdf;81424;5939;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/offfffrty/5_DYSP ZWROTU WADIUM CS.docx;.docx;16860;1155;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/offfffrty/Informacja o unieważnieniu postępowania CS.docx;.docx;189567;1659;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/offfffrty/Informacja z otwarcia ofert CS.docx;.docx;189165;1318;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/offfffrty/Informacja_z_otwarcia_ofert (24).docx;.docx;40251;882;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/offfffrty/Roboczy_plik_xml.xml;.xml;3815;3788;False
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/offfffrty/informacja_do_prezesa.xml;.xml;5482;5454;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/oootttwwwaaarrrccciiiwww/ogł o wyn post uniewaz 08deb4cc-8520-a629-4b6e-b7000122ca7f.pdf;.pdf;52591;4959;False
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/wadium/wadium JT.pdf;.pdf;379717;2330;True
RIN.271.1.5.2026 Cyber serwery;RIN.271.1.5.2026 Cyber serwery/wszecie cyberbezpieczny samorzad .docx;.docx;24815;4218;False
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/1_Protokół w tr podst CS.docx;.docx;43275;29632;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/KOMISJA Z A R Z Ą D Z E N I E NR u.docx;.docx;17941;1341;False
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/SWZ dostawa 2.docx;.docx;175569;54753;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/ogl o wyniku 08dec848-ce86-a76d-4b6e-b7000123b26c.pdf;.pdf;68696;6655;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/5_DYSP ZWROTU WADIUMcs.docx;.docx;20310;2326;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/Informacja o kwocie ser 2.docx;.docx;187552;916;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/Informacja o wyborze oferty cs2.docx;.docx;191875;2353;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/Informacja o wyborze oferty cs2.pdf;.pdf;437049;4093;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/Informacja z otwarcia ofert CS 2.docx;.docx;189914;1518;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/Informacja z otwarcia ofert CS 2.pdf;.pdf;430625;2283;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/informacja o kwocie cb2.pdf;.pdf;465371;1;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/1/Raport_20260603112838559.pdf;.pdf;106069;55555;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/1/odp na wezw/08dec15d-5b52-9ce5-d377-8b0001bdf18d-wiadomosc.pdf;.pdf;34373;1149;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/1/odp na wezw/Załącznik nr 3 do SWZ - Grupa kapitałowa 2.pdf;.pdf;415816;2680;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/1/potw wysłania wezwania 08dec159-1fff-8add-d377-8b0001bde506-wiadomosc.pdf;.pdf;34170;1093;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/2/udost dokumentów/08dec157-26a5-4567-d377-8b0001bddf6b-wiadomosc.pdf;.pdf;32838;1043;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/2/udost dokumentów/Gmina-Rymanów_wniosek-o-wgląd.pdf;.pdf;334293;1651;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/2/udost dokumentów/Pismo przewodnie odp na wniosek udost dok.docx;.docx;189356;1054;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/2/udost dokumentów/odp/08dec157-26a5-4567-d377-8b0001bddf6b-wiadomosc.pdf;.pdf;32838;1043;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/2/udost dokumentów/odp/Gmina-Rymanów_wniosek-o-wgląd.pdf;.pdf;334293;1651;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/2/udost dokumentów/potw udostępnienia ofert 08dec166-2328-334f-d377-8b0001be0c39-wiadomosc.pdf;.pdf;32718;1042;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/Raport_z_przebiegu_otwarcia_ofert (21).pdf;.pdf;146356;12555;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/Roboczy_plik_xml.xml;.xml;3814;3787;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/informacja_do_prezesa.xml;.xml;5878;5849;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/wezwanie do złożenia oświadczeń cs2.docx;.docx;189520;1979;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/oferty/wezwanie do złożenia oświadczeń cs2.pdf;.pdf;423144;2752;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/otwarcieeee/potw wysł wyb oferty 08dec16c-e5fd-1e3b-d377-8b0001be20bf-wiadomosc.pdf;.pdf;34005;1163;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/08debcab-4a70-7f23-d377-8b0001268191-wiadomosc.pdf;.pdf;32799;858;False
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/1_Pytania i udzielone odpowiedzi cbs.docx;.docx;198233;15272;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/1_zmiana_SWZ cbs.docx;.docx;40125;1408;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/ODPOWIEDZI NA PYTANIA WYKONAWCY AI.docx;.docx;16469;4234;True
